2025-01-13 21:48:07,240 INFO    MainThread:12533 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_setup.py:_flush():68] Configure stats pid to 12533
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_setup.py:_flush():68] Loading settings from /Users/wiebkezink/.config/wandb/settings
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_setup.py:_flush():68] Loading settings from /Users/wiebkezink/Documents/Uni Münster/MA/Canopy-Height-Prediction/wandb/settings
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_init.py:_log_setup():528] Logging user logs to /Users/wiebkezink/Documents/Uni Münster/MA/Canopy-Height-Prediction/wandb/run-20250113_214807-vu6elru0/logs/debug.log
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/wiebkezink/Documents/Uni Münster/MA/Canopy-Height-Prediction/wandb/run-20250113_214807-vu6elru0/logs/debug-internal.log
2025-01-13 21:48:07,241 INFO    MainThread:12533 [wandb_init.py:init():644] calling init triggers
2025-01-13 21:48:07,242 INFO    MainThread:12533 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'seed': None, 'task': None, 'dataset': None, 'batch_size': None, 'arch': None, 'backbone': None, 'use_pretrained_model': None, 'optim': None, 'loss_name': None, 'n_iterations': None, 'log_freq': None, 'initial_lr': None, 'weight_decay': None, 'use_standardization': None, 'use_augmentation': None, 'use_label_rescaling': None, 'fp16': None, 'use_memmap': None, 'num_workers_per_gpu': None, 'use_mixup': None, 'mixup_alpha': None, 'use_weighted_sampler': None, 'use_weighting_quantile': None, 'use_swa': None, 'use_grad_clipping': None, 'use_input_clipping': None, 'n_lr_cycles': None, 'cyclic_mode': None, 'computer': 'Air-von-Wiebke.fritz.box'}
2025-01-13 21:48:07,242 INFO    MainThread:12533 [wandb_init.py:init():680] starting backend
2025-01-13 21:48:07,242 INFO    MainThread:12533 [wandb_init.py:init():684] sending inform_init request
2025-01-13 21:48:07,277 INFO    MainThread:12533 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-01-13 21:48:07,277 INFO    MainThread:12533 [wandb_init.py:init():697] backend started and connected
2025-01-13 21:48:07,282 INFO    MainThread:12533 [wandb_init.py:init():790] updated telemetry
2025-01-13 21:48:07,307 INFO    MainThread:12533 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-13 21:48:07,641 INFO    MainThread:12533 [wandb_init.py:init():874] starting run threads in backend
2025-01-13 21:48:07,679 INFO    MainThread:12533 [wandb_run.py:_console_start():2374] atexit reg
2025-01-13 21:48:07,680 INFO    MainThread:12533 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-13 21:48:07,680 INFO    MainThread:12533 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-13 21:48:07,680 INFO    MainThread:12533 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-13 21:48:07,681 INFO    MainThread:12533 [wandb_init.py:init():916] run started, returning control to user process
2025-01-13 21:48:07,682 WARNING MsgRouterThr:12533 [router.py:message_loop():75] message_loop has been closed
